CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore,errorMessage
1967,Patricia Evans,stephanieandrews@example.net,62,Male,Carrollland,2,Electronics,Mobile Phones,852.98,6.12,30x3x27,1967,05-04-2021,€2399.46,Two-day,Shipped,1967,165,249,2021-04-26,416,South Jamiemouth,8387,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
1971,Lorraine Williams,thompsonvictor@example.com,64,Male,West Kelsey,8,Clothing,Shoes,947.34,31.23,26x38x15,1971,28/09/2020,€435.1,Standard,Shipped,1971,867,221,2022-01-22,450,Port Rachel,6130,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
1990,Rebecca Williams,sarahjohnson@example.org,18,Female,Johnsonfurt,11,Clothing,Hats,735.55,25.68,28x14x41,1990,12/07/2021,£806.59,Standard,Pending,1990,579,113,2021-03-29,485,East Hollyburgh,6763,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
1996,Amber Thomas,joanneschwartz@example.net,63,Female,Port Mason,12,Clothing,Dresses,751.82,43.67,46x23x26,1996,09-27-2022,$223.65,Standard,Pending,1996,349,465,2021-09-18,13,Cameronside,13847,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
1997,Charles Miranda,ilong@example.com,32,Male,Ramosfort,21,Furniture,Sofas,920.3,16.78,17x41x12,1997,2023-06-12,£4443.95,Express,Pending,1997,641,295,2021-11-28,443,West Morgan,7785,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2000,Bailey Garcia,unknown,55,Female,Stuarttown,21,Furniture©,Sofas,52.02,43.44,11x40x16,2000,28/11/2020,€330.09,Standard,Cancelled,2000,567,210,2021-09-08,297,Port Robert,17376,7,Miller Group,Clarkmouth,6.56,Email.compareTo("unknown") != 0 failed
2021,Arthur Kelly,timothy33@example.net,32,Male,Hallland,21,Furniture,Sofas,148.54,29.18,26x42x28,2021,09-20-2022,$2068.08,Standard,Delivered,2021,430,458,2021-12-06,336,Martinezport,17218,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2035,Christine Shelton,harrismckenzie@example.com,45,Female,West Sara,4,Clothing,T-Shirts,797.95,2.83,41x30x49,2035,12/09/2020,$354.75,Standard,Shipped,2035,610,430,2022-06-29,9,Port Catherine,16660,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2043,Kimberly Walker DDS,amanda67@example.com,43,Female,Connieborough,10,Electronics,Laptops,733.86,28.38,27x21x10,2043,30/06/2022,£1835.48,Two-day,Cancelled,2043,760,409,2021-04-17,293,Port James,18189,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2068,Charles Morris,cohenashley@example.net,35,Male,Butlerburgh,10,Electronics,Laptops,407.17,26.12,8x22x15,2068,20/12/2022,€487.26,Standard,Delivered,2068,375,277,2022-01-25,478,Tanyastad,15529,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2069,Patrick Rios,clinedaniel@example.net,19,Female,South Stephanie,48,Clothing,Jeans,809.35,20.96,48x48x7,2069,2022-04-23,€73.46,Standard,Delivered,2069,176,28,2020-11-20,278,Amybury,13692,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2073,Omar Williams,jennifer68@example.net,29,Female,Port Julialand,10,Electronics,Laptops,759.61,5.47,26x17x49,2073,07-02-2021,$2027.7,Express,Cancelled,2073,335,431,2021-03-13,50,Maryport,8760,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2096,Daniel Garcia,nicole95@example.org,65,Female,Mooremouth,13,Electronics,Headphones,802.13,19.57,26x50x26,2096,13/05/2021,£3066.12,Two-day,Pending,2096,215,196,2020-11-22,28,Scottbury,8684,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2100,Brittany Lambert,unknown,24,Female,North Erika,12,Clothing,Dresses,810.38,39.14,27x6x33,2100,25/12/2020,$88.1,Two-day,Shipped,2100,178,422,2021-08-07,418,East David,12671,1,Salas, Gonzalez and Todd,Patriciaberg,8.21,Email.compareTo("unknown") != 0 failed
2109,Brittany Sullivan,perezroberta@example.net,30,Male,North Glenton,6,Furniture,Chairs,932.75,4.73,33x2x4,2109,2022-09-04,£2488.02,Standard,Shipped,2109,202,370,2020-10-02,265,Smithport,6120,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2114,Wendy Russell,tsawyer@example.org,48,Female,East Dylan,12,Clothing,Dresses,114.24,9.6,16x29x6,2114,2021-12-03,$393.29,Standard,Shipped,2114,436,67,2021-06-27,187,Lisaborough,7675,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2118,Kara Williams,upadilla@example.org,63,Male,North Autumn,13,Electronics,Headphones,345.38,42.9,26x49x39,2118,26/02/2022,€667.99,Express,Pending,2118,787,262,2022-06-17,472,Jamesstad,8250,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2128,Pamela Monroe,alopez@example.net,65,Female,West Heather,0,Electronics,Smart Watches,347.46,9.62,40x16x12,2128,08-21-2021,€948.15,Express,Pending,2128,314,278,2021-03-10,214,North Roger,17766,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2132,Brenda Stanley,ybrooks@example.org,51,Female,Wayneton,6,Furniture,Chairs,878.2,36.55,17x45x50,2132,2022-09-28,£98.4,Two-day,Cancelled,2132,748,311,2020-09-28,368,Lake Daniel,9505,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2133,Tony Smith,richard71@example.com,40,Male,New Phyllis,3,Furniture,Cabinets,869.67,33.97,38x11x16,2133,08-14-2023,€1797.51,Standard,Pending,2133,735,101,2022-07-12,56,South Kristinmouth,14672,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2138,Cory Williams,smithcharles@example.com,27,Female,Sandersshire,6,Furniture,Chairs,619.87,39.58,28x16x21,2138,14/03/2021,£1104.36,Express,Delivered,2138,304,389,2021-11-06,499,Port Bobbyfort,6962,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2145,Ashley Wolf,julieboyd@example.com,61,Female,Port Gregory,3,Furniture,Cabinets,803.06,37.73,44x20x6,2145,2021-05-01,€424.7,Express,Delivered,2145,199,372,2021-02-11,474,New Grace,19498,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2159,James Townsend,donald90@example.com,22,Female,Lake Angelafort,8,Clothing,Shoes,86.73,23.38,50x5x37,2159,2023-06-20,€2813.55,Standard,Delivered,2159,102,64,2022-04-02,219,Michaelshire,15313,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2166,Randy Ellis,timothy73@example.org,57,Male,East Holly,0,Electronics,Smart Watches,841.61,42.51,39x45x19,2166,2022-03-30,$3899.68,Two-day,Delivered,2166,134,42,2021-07-02,270,Port Davidborough,14875,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2173,Dennis Adams,dillonjeremy@example.com,31,Female,Johnsview,9,Furniture,Beds,657.89,11.6,9x29x49,2173,2021-09-23,£1867.84,Two-day,Pending,2173,271,404,2020-11-01,54,Jasonborough,15745,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2193,Jason Lewis,thomaspaige@example.org,49,Male,Port Frank,11,Clothing,Hats,640.66,5.57,12x4x32,2193,10-04-2020,$2204.1,Express,Shipped,2193,992,443,2020-11-23,89,Bruceside,9312,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2194,Matthew Weaver,kperez@example.net,20,Female,Morrisville,0,Electronics,Smart Watches,563.08,13.08,23x1x24,2194,01-27-2022,£4511.95,Standard,Delivered,2194,1000,147,2021-12-10,2,Youngton,5722,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2200,Suzanne Butler,unknown,49,Female,North Toddside,3,Furniture©,Cabinets,748.8,27.24,17x30x43,2200,04-07-2022,€1555.45,Two-day,Shipped,2200,481,381,2022-06-21,4,New Robert,16110,4,Salas, Gonzalez and Todd,Jessicashire,2.35,Email.compareTo("unknown") != 0 failed
2204,Lindsey Waters,thardin@example.net,22,Female,Melissahaven,3,Furniture,Cabinets,597.28,28.4,33x9x31,2204,2021-10-17,$488.1,Two-day,Pending,2204,935,93,2020-10-22,11,South Katieshire,18348,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2207,Victoria Harmon,bettylowe@example.com,69,Male,West Ronaldberg,21,Furniture,Sofas,891.59,30.83,17x45x9,2207,2023-02-05,$3395.8,Express,Delivered,2207,655,183,2022-04-12,421,Kristinaton,10431,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2213,Heather Houston,mkerr@example.org,19,Male,Sandraside,2,Electronics,Mobile Phones,12.4,8.87,46x45x45,2213,09/07/2021,€896.01,Two-day,Delivered,2213,29,487,2020-12-11,345,Olsonton,6631,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2236,Kevin Larson,thenderson@example.net,56,Male,Powersburgh,11,Clothing,Hats,816.81,47.2,2x46x20,2236,09-05-2022,£1470.4,Two-day,Pending,2236,364,473,2022-02-10,428,East Sandrahaven,19705,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2250,Christopher Manning,nfoster@example.org,133,Female,West Carriehaven,10,Electronics,Laptops,379.16,44.75,38x8x13,2250,08-01-2021,$2734.88,Two-day,Pending,2250,826,339,2021-04-14,235,South Angela,19065,4,Salas, Gonzalez and Todd,Jessicashire,2.35,Age.compareTo(110) < 0 failed
2279,Susan Juarez,hensonamanda@example.org,38,Male,South Troyshire,12,Clothing,Dresses,533.66,46.56,2x29x9,2279,24/05/2023,£350.06,Standard,Pending,2279,387,58,2020-09-16,44,Timothyberg,16501,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2300,Veronica Sherman,unknown,32,Female,Jonesberg,8,Clothing,Shoes,146.44,48.22,47x5x3,2300,02-11-2022,£365.44,Two-day,Delivered,2300,160,338,2021-08-24,299,North Nicholas,17164,1,Salas, Gonzalez and Todd,Patriciaberg,8.21,Email.compareTo("unknown") != 0 failed
2301,Anna Jones,cooperkelly@example.net,57,Male,Richardsburgh,16,Furniture,Tables,555.71,18.33,42x34x45,2301,2021-12-30,$3091.95,Two-day,Pending,2301,499,403,2020-11-13,279,North Jeanettefurt,17976,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2306,Billy Berry,dawnrhodes@example.net,18,Female,West Matthew,6,Furniture,Chairs,466.94,22.82,11x11x14,2306,16/02/2021,£977.86,Standard,Delivered,2306,35,54,2022-06-10,366,East Danny,16486,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2309,Kenneth Cline,dalehill@example.org,62,Male,Torresfurt,6,Furniture,Chairs,577.65,7.12,23x31x12,2309,09/10/2022,$431.27,Two-day,Shipped,2309,774,115,2022-05-16,119,New Rickyton,9034,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2311,Stacy Lester DDS,julie76@example.com,25,Male,Guerreroshire,3,Furniture,Cabinets,968.12,29.2,45x21x49,2311,09/01/2022,£1109.2,Two-day,Shipped,2311,175,258,2022-01-28,28,Scottbury,8684,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2317,Sean Carter,sweeneycarlos@example.com,28,Female,East Evanmouth,12,Clothing,Dresses,821.0,31.78,9x17x43,2317,25/05/2021,£323.86,Standard,Shipped,2317,754,21,2022-04-17,122,Lake Jeremymouth,17546,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2324,Chelsea Santana,lserrano@example.com,45,Female,Lake Sarah,0,Electronics,Smart Watches,589.67,2.58,14x39x27,2324,30/09/2020,$236.02,Standard,Cancelled,2324,11,480,2021-10-25,121,North Rodneyfurt,8821,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2328,Teresa Garcia,ebonyfrey@example.com,39,Female,Tammymouth,6,Furniture,Chairs,319.46,27.81,21x24x13,2328,06-01-2023,$2946.18,Two-day,Cancelled,2328,261,329,2021-02-08,339,Phillipsside,10896,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2334,David Kirby,ualexander@example.net,53,Female,Ryanville,0,Electronics,Smart Watches,161.1,18.29,48x23x29,2334,2022-11-16,£1985.82,Standard,Pending,2334,678,225,2022-08-06,291,Dannyport,11559,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2341,Danny Mitchell,vgarcia@example.org,36,Male,Bellmouth,10,Electronics,Laptops,437.3,5.5,21x11x6,2341,2023-05-20,£29.26,Express,Cancelled,2341,311,194,2020-11-13,46,North Ronald,11398,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2342,Joshua Stewart,kennethpierce@example.net,28,Male,Bernardshire,12,Clothing,Dresses,804.61,17.16,1x14x16,2342,2021-04-09,$1381.72,Two-day,Cancelled,2342,4,162,2021-09-16,30,South Amanda,15630,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2355,Riley Alexander,michael75@example.net,52,Female,Port Laurie,0,Electronics,Smart Watches,74.8,10.92,3x40x27,2355,2021-02-14,£481.52,Two-day,Shipped,2355,818,222,2021-09-26,459,Lake Rachel,7197,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2356,Todd Carroll,davidray@example.com,32,Female,Jerryhaven,11,Clothing,Hats,220.79,5.34,7x27x27,2356,2023-08-24,£4750.3,Express,Shipped,2356,693,400,2021-10-15,73,West Laura,16554,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2357,Mary Burns,hjones@example.com,56,Male,New Deniseberg,4,Clothing,T-Shirts,842.2,31.17,21x49x22,2357,29/10/2022,£1993.4,Standard,Delivered,2357,768,466,2021-07-29,73,West Laura,16554,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2358,John Dunn,jacquelineprice@example.org,55,Female,Jasonborough,9,Furniture,Beds,613.75,9.04,35x34x20,2358,2020-09-27,€1044.0,Standard,Pending,2358,555,352,2021-09-13,386,Adamsville,9263,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2374,Peggy Lindsey,david94@example.com,33,Female,Lake Sarahborough,48,Clothing,Jeans,304.93,23.0,15x39x21,2374,08-26-2021,€3500.55,Standard,Pending,2374,489,310,2020-10-21,453,Port Georgefort,11228,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2392,Nathan Cummings,wkramer@example.org,18,Female,Hendrixside,6,Furniture,Chairs,788.8,35.93,34x40x13,2392,2021-03-08,€603.4,Two-day,Pending,2392,851,225,2022-02-13,317,Aaronmouth,11416,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2398,Michelle Mcdonald,eric22@example.org,23,Male,Donaldville,6,Furniture,Chairs,418.04,16.86,24x23x9,2398,08-10-2022,£1219.86,Express,Delivered,2398,960,35,2020-11-11,56,South Kristinmouth,14672,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2400,Nicole Livingston,unknown,10,Male,New Marystad,9,Furniture©,Beds,172.04,35.86,46x32x18,2400,16/02/2023,$2161.17,Express,Pending,2400,619,55,2021-10-29,250,Port James,7231,6,Morgan LLC,New Marktown,2.48,Email.compareTo("unknown") != 0 failed|Age.compareTo(13) > 0 failed
2413,Michelle Chan,ericoconnor@example.org,32,Male,East Blakestad,1,Electronics,Cameras,835.79,44.76,45x15x6,2413,31/12/2021,£379.76,Standard,Pending,2413,159,124,2022-03-25,56,South Kristinmouth,14672,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2416,Felicia Wade,tklein@example.com,29,Female,Anthonyfurt,10,Electronics,Laptops,857.16,39.78,30x38x15,2416,12/07/2022,€1460.1,Two-day,Cancelled,2416,646,473,2020-10-20,333,Lewisstad,19102,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2428,Megan Griffin,adammiller@example.com,47,Female,West Geraldport,13,Electronics,Headphones,103.08,0.86,29x28x7,2428,02-28-2022,£3160.25,Two-day,Pending,2428,526,106,2021-04-07,444,Brownmouth,7249,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2430,Marcus Tanner,robin30@example.com,69,Female,Johnsonhaven,6,Furniture,Chairs,936.17,38.32,9x35x36,2430,2022-04-05,€1648.44,Express,Delivered,2430,456,463,2022-07-15,116,North Juliehaven,19476,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2436,Dr. Daniel Payne,patrick92@example.com,60,Male,South Derekburgh,6,Furniture,Chairs,700.89,8.88,3x36x23,2436,12-23-2022,$496.58,Two-day,Shipped,2436,806,186,2022-06-23,296,Steventon,15238,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2459,Peter Benitez,jillian95@example.net,50,Male,South Brian,3,Furniture,Cabinets,906.64,7.51,50x18x42,2459,09-24-2022,$4479.15,Standard,Delivered,2459,38,482,2021-01-06,224,North John,7169,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2489,Jessica Cordova,jeffreyperez@example.net,24,Female,Port Kendraberg,0,Electronics,Smart Watches,938.88,24.32,7x5x49,2489,2023-01-26,£1244.8,Standard,Delivered,2489,473,72,2022-05-12,497,Lake Lauraton,12604,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2496,Jesse Wood,tharper@example.org,67,Female,Martinfurt,12,Clothing,Dresses,814.15,15.51,45x11x29,2496,06/08/2021,€578.77,Two-day,Pending,2496,340,178,2021-08-31,128,Greenport,15055,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2500,Anthony Byrd,unknown,62,Female,Mayton,48,Clothing,Jeans,192.05,28.72,16x13x36,2500,01/04/2022,£3381.3,Two-day,Shipped,2500,743,115,2021-11-29,0,Maryside,12003,1,Salas, Gonzalez and Todd,Patriciaberg,8.21,Email.compareTo("unknown") != 0 failed
2508,Sandra Garcia,gabrielroman@example.net,21,Male,North Lukeville,3,Furniture,Cabinets,777.17,15.37,20x7x33,2508,27/02/2023,€1399.5,Two-day,Pending,2508,512,225,2021-08-22,473,Jamieside,13668,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2510,Ariana Lopez,jorgeknox@example.net,21,Male,Travisview,0,Electronics,Smart Watches,204.05,8.78,12x48x4,2510,01-21-2022,£433.2,Express,Delivered,2510,130,56,2022-01-16,188,West Jeremyberg,5869,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2550,Patrick Taylor,joshua21@example.com,123,Female,West Tasha,0,Electronics,Smart Watches,226.58,36.18,13x10x38,2550,2021-08-19,£841.8,Express,Pending,2550,855,367,2021-07-23,204,North Monicaville,14702,6,Morgan LLC,New Marktown,2.48,Age.compareTo(110) < 0 failed
2554,David Hunter,brian48@example.net,26,Male,North Laura,2,Electronics,Mobile Phones,571.51,36.09,16x50x6,2554,07/03/2022,€984.34,Standard,Shipped,2554,107,333,2021-02-26,457,South Kaylaview,5057,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2559,Anthony Hicks,kdeleon@example.com,51,Female,New Chadburgh,3,Furniture,Cabinets,10.95,8.47,3x39x32,2559,21/04/2023,€474.22,Two-day,Pending,2559,208,22,2021-10-20,328,North Jenniferburgh,10835,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2561,Kevin Carter,shari67@example.org,53,Male,Hensonville,21,Furniture,Sofas,589.54,33.17,34x35x3,2561,2022-10-23,$3088.25,Express,Cancelled,2561,331,423,2020-11-25,412,North Karen,11349,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2562,Daniel Woods,taylorrussell@example.net,68,Female,Lukemouth,10,Electronics,Laptops,889.92,12.51,9x8x22,2562,08-04-2022,€47.2,Standard,Shipped,2562,238,106,2021-02-27,3,Port Annette,10684,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2578,Rachel Dawson,gomeznancy@example.org,30,Male,Sullivanfort,13,Electronics,Headphones,280.05,4.4,37x16x30,2578,2020-11-09,€1747.2,Two-day,Cancelled,2578,216,121,2022-06-13,312,Lake Lynnstad,17945,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2590,Bryan Thompson,wheelermelanie@example.org,65,Female,Port Darylborough,11,Clothing,Hats,409.34,6.33,32x48x25,2590,2023-03-29,£3017.04,Two-day,Cancelled,2590,715,301,2021-03-30,445,Lake Cameronville,18580,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2597,Melissa Alexander,bswanson@example.net,22,Female,New Laura,11,Clothing,Hats,31.63,48.88,36x7x31,2597,06-24-2022,€2272.38,Express,Pending,2597,657,220,2021-09-27,34,Port Amyville,13846,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2599,Jennifer Hogan,melissa39@example.net,60,Male,Lake Allisonland,2,Electronics,Mobile Phones,258.58,24.53,14x3x38,2599,2023-05-19,€1071.16,Standard,Delivered,2599,152,193,2021-07-19,387,West Josephtown,10216,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2600,Clayton Carpenter,unknown,53,Male,Munozchester,4,Clothing©,T-Shirts,754.27,14.06,3x5x23,2600,2022-04-09,€2774.65,Express,Cancelled,2600,234,314,2022-05-03,17,Port Alyssa,13507,8,Parks-Gallegos,Jenkinsside,6.82,Email.compareTo("unknown") != 0 failed
2603,Catherine Graves,sotochristopher@example.com,19,Female,Suzanneton,4,Clothing,T-Shirts,554.21,3.73,40x46x41,2603,04/02/2021,$1344.98,Express,Shipped,2603,508,436,2021-05-30,35,Lake Edward,10470,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2621,Dustin Hoover,dianaanderson@example.net,37,Female,South Jeffery,6,Furniture,Chairs,669.64,3.61,48x10x12,2621,2023-03-16,£658.27,Two-day,Shipped,2621,670,110,2020-10-19,230,Port Meganport,8951,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2625,Brett Decker,simonelizabeth@example.net,31,Male,South Timothy,0,Electronics,Smart Watches,472.22,30.26,40x1x3,2625,30/08/2021,€342.75,Express,Delivered,2625,976,33,2022-05-17,387,West Josephtown,10216,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2629,Carolyn Crawford,dhanson@example.net,56,Male,Lake Shellymouth,16,Furniture,Tables,36.86,44.11,36x32x49,2629,2020-10-22,€173.28,Two-day,Shipped,2629,732,179,2021-09-03,344,Barnesmouth,19605,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2651,Ryan Wyatt,jmitchell@example.org,34,Male,Billystad,2,Electronics,Mobile Phones,572.09,47.13,42x45x24,2651,27/10/2020,€587.84,Express,Cancelled,2651,52,370,2021-05-18,16,Lake Maria,14469,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2652,Laura Warren,micheledunn@example.org,44,Male,Johnsontown,16,Furniture,Tables,558.07,26.76,32x27x17,2652,04-09-2022,£757.24,Two-day,Delivered,2652,620,85,2022-04-13,1,North Samantha,11291,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2655,Megan Harrell,strongdenise@example.net,51,Male,Markfort,48,Clothing,Jeans,936.31,36.68,11x5x37,2655,10/12/2022,$919.94,Standard,Delivered,2655,667,385,2021-07-11,262,Franklinstad,17158,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2656,Vincent Greene,ibryant@example.org,68,Female,Amandafurt,12,Clothing,Dresses,253.64,2.18,45x44x15,2656,07/09/2021,€357.14,Express,Shipped,2656,417,327,2022-06-20,49,New Daniel,9432,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2660,Lisa Miller,thomas31@example.net,32,Female,Scottchester,12,Clothing,Dresses,708.9,17.49,33x32x30,2660,07-17-2023,£4638.8,Express,Cancelled,2660,249,494,2021-09-28,90,Port Andrew,12937,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2664,David Boyd,rgonzalez@example.org,66,Female,South Deborah,0,Electronics,Smart Watches,456.23,37.15,13x45x15,2664,21/09/2021,£3485.7,Express,Shipped,2664,835,385,2020-12-01,388,North Thomasfort,12388,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2672,Christopher Brown,nelsonleah@example.com,24,Female,Michaelstad,10,Electronics,Laptops,393.4,17.58,11x23x37,2672,15/05/2021,€1111.08,Express,Pending,2672,409,317,2021-06-06,348,North Jessicashire,6141,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2678,Lisa Carroll,cuevasalexa@example.net,48,Male,New Chris,11,Clothing,Hats,126.46,29.44,35x19x31,2678,04/03/2022,€710.24,Two-day,Cancelled,2678,790,31,2022-03-12,20,Thompsonstad,11837,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2684,Beverly Valdez,christinalucas@example.com,56,Male,Williamschester,4,Clothing,T-Shirts,40.36,37.03,23x7x30,2684,10/01/2022,€2131.6,Express,Pending,2684,697,452,2022-03-10,68,East Ronaldborough,14259,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
2690,Whitney Rogers,alejandra06@example.net,44,Female,Ruthchester,16,Furniture,Tables,145.88,46.34,38x11x20,2690,15/09/2020,$747.68,Two-day,Shipped,2690,222,103,2021-04-29,115,New Cody,13218,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
