CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore
1362,KEITH MALDONADO,QLEVY@EXAMPLE.NET,27,FEMALE,East Brianbury,11,CLOTHING,HATS,354.98,27.99,6x47x11,1362,02-09-2023,$1128.42,TWO-DAY,Cancelled,1362,521,115,2021-03-23,244,North Lindaland,13815,6,Morgan LLC,NEW MARKTOWN,2.48
1363,KATHLEEN RAMIREZ,MWALKER@EXAMPLE.ORG,21,MALE,Mooreland,9,FURNITURE,BEDS,574.8,16.39,38x25x33,1363,06-10-2023,$3095.24,STANDARD,Cancelled,1363,91,373,2021-07-03,389,Velazquezville,18901,2,Miller-Pearson,CLARKMOUTH,9.83
1364,JOHNATHAN TRAN,ALEX10@EXAMPLE.NET,43,MALE,North Jenna,10,ELECTRONICS,LAPTOPS,421.71,38.96,12x9x35,1364,07-27-2023,$230.32,TWO-DAY,Shipped,1364,695,264,2021-12-14,436,Lake Eugene,6693,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1365,MICHAEL RIDDLE,QSNYDER@EXAMPLE.ORG,62,FEMALE,Lake Cynthia,4,CLOTHING,T-SHIRTS,544.71,33.76,35x38x11,1365,12-24-2021,$1091.78,EXPRESS,Shipped,1365,322,114,2021-06-11,398,Karenside,12635,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1366,JAMES STEWART,NLITTLE@EXAMPLE.COM,66,MALE,Lake Lisamouth,9,FURNITURE,BEDS,697.04,27.37,26x38x12,1366,08-13-2021,£1989.35,EXPRESS,Shipped,1366,323,27,2021-06-30,485,East Hollyburgh,6763,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1367,MICHELE BENNETT,KAYLA88@EXAMPLE.NET,35,MALE,Friedmanview,3,FURNITURE,CABINETS,187.27,47.72,1x49x37,1367,11-08-2021,$79.1,STANDARD,Pending,1367,566,494,2021-01-02,45,Maxwellborough,5896,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1368,ANGELA GREGORY,HAROLDMAXWELL@EXAMPLE.ORG,30,FEMALE,Reynoldsborough,13,ELECTRONICS,HEADPHONES,421.81,32.98,24x32x45,1368,07-24-2023,€1905.1,EXPRESS,Pending,1368,924,111,2022-03-29,139,Lake Craig,7278,7,Miller Group,CLARKMOUTH,6.56
1369,KAYLA REED,KRISTEN96@EXAMPLE.ORG,28,FEMALE,Pittsstad,6,FURNITURE,CHAIRS,558.41,48.63,49x39x48,1369,01-24-2023,$358.1,STANDARD,Pending,1369,627,270,2021-06-04,34,Port Amyville,13846,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1370,MICHELLE KENNEDY,RSALINAS@EXAMPLE.NET,28,MALE,North Garrett,10,ELECTRONICS,LAPTOPS,972.7,42.56,8x11x2,1370,09-27-2021,€283.08,STANDARD,Shipped,1370,511,219,2021-12-02,61,Johnchester,14106,8,Parks-Gallegos,JENKINSSIDE,6.82
1371,HEIDI ADAMS,FGRAHAM@EXAMPLE.COM,47,FEMALE,East Davidchester,2,ELECTRONICS,MOBILE PHONES,261.5,6.79,25x32x2,1371,08-25-2023,£2397.3,EXPRESS,Pending,1371,500,219,2021-11-29,97,Robinstad,9214,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1372,LAUREN BARRETT,CDAVIS@EXAMPLE.ORG,25,MALE,New Sarahchester,16,FURNITURE,TABLES,123.69,48.32,3x38x3,1372,07-12-2023,$2056.32,STANDARD,Pending,1372,342,322,2020-09-10,77,Jessicastad,12375,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1373,ERICA NICHOLSON,VICTORIA10@EXAMPLE.COM,57,MALE,Kevinbury,3,FURNITURE,CABINETS,715.31,29.5,31x27x10,1373,07-27-2021,€252.79,EXPRESS,Delivered,1373,859,292,2022-08-05,56,South Kristinmouth,14672,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1374,WILLIAM HARRELL,BOBBY83@EXAMPLE.ORG,30,MALE,South Allison,13,ELECTRONICS,HEADPHONES,437.41,45.47,35x31x32,1374,04-21-2022,€403.56,STANDARD,Delivered,1374,310,314,2021-12-24,471,Mistyhaven,18512,7,Miller Group,CLARKMOUTH,6.56
1375,ANTHONY MILLER,XGARZA@EXAMPLE.COM,70,MALE,Lake Sarahton,11,CLOTHING,HATS,235.24,9.68,27x22x2,1375,12-03-2021,€2986.8,EXPRESS,Shipped,1375,68,64,2020-09-05,62,Castilloshire,7702,8,Parks-Gallegos,JENKINSSIDE,6.82
1376,LINDSEY BOONE,JTHOMAS@EXAMPLE.COM,41,FEMALE,Williamston,3,FURNITURE,CABINETS,976.68,32.79,28x8x19,1376,09-20-2022,$1316.42,STANDARD,Pending,1376,425,253,2022-07-17,391,Aaronchester,9676,8,Parks-Gallegos,JENKINSSIDE,6.82
1377,MARTIN DOUGHERTY,STEPHENSJULIE@EXAMPLE.COM,57,FEMALE,Dylanfort,9,FURNITURE,BEDS,91.95,35.32,22x12x8,1377,12-04-2022,£1607.05,TWO-DAY,Shipped,1377,949,367,2022-06-24,50,Maryport,8760,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1378,COURTNEY STARK,WILLIAMWOODS@EXAMPLE.ORG,55,FEMALE,Medinamouth,3,FURNITURE,CABINETS,321.55,29.86,20x21x45,1378,05-22-2023,£1280.72,EXPRESS,Shipped,1378,252,447,2021-03-13,356,Gloverton,19925,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1379,RICHARD MCKNIGHT,PAYNEALICIA@EXAMPLE.NET,27,MALE,Kaylaville,10,ELECTRONICS,LAPTOPS,47.43,40.3,36x27x1,1379,11-05-2022,€668.57,EXPRESS,Delivered,1379,110,67,2021-02-13,204,North Monicaville,14702,7,Miller Group,CLARKMOUTH,6.56
1380,SHANNON FISHER,CAROLYN60@EXAMPLE.NET,60,MALE,Erikmouth,16,FURNITURE,TABLES,285.0,8.51,24x42x46,1380,02-09-2023,€21.61,STANDARD,Delivered,1380,954,54,2021-06-17,266,North Nancychester,5244,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1381,THERESA MOORE,QMORGAN@EXAMPLE.NET,29,FEMALE,South Anita,21,FURNITURE,SOFAS,901.49,20.2,38x38x45,1381,07-05-2023,$656.66,TWO-DAY,Cancelled,1381,615,131,2021-06-20,318,Lake Erika,6372,6,Morgan LLC,NEW MARKTOWN,2.48
1382,WENDY SIMON,ASHLEY17@EXAMPLE.COM,70,MALE,Lake James,10,ELECTRONICS,LAPTOPS,720.35,4.77,22x17x11,1382,11-07-2021,£2993.64,TWO-DAY,Delivered,1382,188,235,2022-05-13,356,Gloverton,19925,2,Miller-Pearson,CLARKMOUTH,9.83
1383,CATHERINE TAYLOR,RACHEL32@EXAMPLE.COM,53,FEMALE,South Mariahport,12,CLOTHING,DRESSES,512.02,21.17,35x42x2,1383,11-10-2022,£4690.75,TWO-DAY,Delivered,1383,374,477,2022-07-05,275,Lake Stephen,17385,7,Miller Group,CLARKMOUTH,6.56
1384,SCOTT PARSONS,ALEXANDRA52@EXAMPLE.ORG,24,FEMALE,West Michaelburgh,21,FURNITURE,SOFAS,743.48,35.1,18x1x49,1384,01-05-2022,£455.11,EXPRESS,Pending,1384,402,239,2021-03-03,34,Port Amyville,13846,6,Morgan LLC,NEW MARKTOWN,2.48
1385,SPENCER HARRIS,ROBERTSDENISE@EXAMPLE.ORG,39,MALE,Marystad,6,FURNITURE,CHAIRS,257.89,19.91,17x26x27,1385,11-05-2022,£4888.9,EXPRESS,Delivered,1385,347,484,2021-03-20,274,East Jacobview,5558,7,Miller Group,CLARKMOUTH,6.56
1386,JENNIFER NIELSEN,XNICHOLSON@EXAMPLE.COM,20,MALE,North Stephanie,10,ELECTRONICS,LAPTOPS,920.52,35.95,33x39x18,1386,07-01-2022,$1826.79,TWO-DAY,Delivered,1386,627,71,2020-12-12,322,Port Victoriaburgh,10204,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1388,CHRISTOPHER DOWNS,ZKAUFMAN@EXAMPLE.ORG,37,MALE,Tinamouth,21,FURNITURE,SOFAS,444.33,33.59,17x13x42,1388,05-04-2022,£927.03,STANDARD,Cancelled,1388,472,255,2022-08-17,247,New Lauren,15715,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1389,MELISSA KELLY,LOGANCARPENTER@EXAMPLE.COM,29,MALE,Port Williamshire,2,ELECTRONICS,MOBILE PHONES,555.34,43.84,50x5x48,1389,08-10-2023,$4910.3,TWO-DAY,Pending,1389,605,300,2020-12-17,357,Gomeztown,17698,8,Parks-Gallegos,JENKINSSIDE,6.82
1390,SARAH PRICE,OGONZALEZ@EXAMPLE.NET,48,MALE,New Ambermouth,3,FURNITURE,CABINETS,578.4,19.8,10x27x12,1390,01-02-2023,£1651.95,EXPRESS,Cancelled,1390,359,418,2022-05-14,11,South Katieshire,18348,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1391,GARY JOHNSON,PAUL27@EXAMPLE.COM,69,MALE,East Debrafort,3,FURNITURE,CABINETS,253.04,19.02,9x1x28,1391,01-06-2023,£840.08,EXPRESS,Delivered,1391,366,134,2021-08-03,467,Christopherville,15557,2,Miller-Pearson,CLARKMOUTH,9.83
1392,SAMUEL WANG,STUARTKRISTINA@EXAMPLE.NET,59,FEMALE,Hoodhaven,16,FURNITURE,TABLES,436.9,48.07,37x12x23,1392,09-10-2020,$459.78,EXPRESS,Cancelled,1392,294,271,2021-07-27,53,Davidmouth,13536,7,Miller Group,CLARKMOUTH,6.56
1393,MARIA GUERRERO,MELINDA23@EXAMPLE.COM,69,FEMALE,Longland,13,ELECTRONICS,HEADPHONES,133.95,10.07,7x50x11,1393,02-27-2023,€664.38,STANDARD,Shipped,1393,25,437,2021-04-13,259,Sweeneytown,13411,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1394,SHERRY MCLAUGHLIN,UHUDSON@EXAMPLE.NET,56,FEMALE,Port Ivanburgh,6,FURNITURE,CHAIRS,477.61,48.82,18x50x48,1394,12-28-2022,$2779.59,EXPRESS,Delivered,1394,171,213,2022-01-30,223,South Mark,16298,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1395,KELLY MEYER,MITCHELL21@EXAMPLE.NET,21,FEMALE,South Nicholas,48,CLOTHING,JEANS,658.27,47.72,36x46x28,1395,11-24-2021,£1026.16,TWO-DAY,Cancelled,1395,676,329,2021-01-11,233,South Teresaton,8497,7,Miller Group,CLARKMOUTH,6.56
1396,PETER WAGNER,ROBYN40@EXAMPLE.COM,64,MALE,Lake Megan,8,CLOTHING,SHOES,302.63,21.95,24x5x29,1396,12-05-2020,£2440.2,TWO-DAY,Pending,1396,49,414,2020-12-13,178,East Reginald,15942,6,Morgan LLC,NEW MARKTOWN,2.48
1397,JONATHAN PARK,CORY92@EXAMPLE.ORG,57,FEMALE,East William,10,ELECTRONICS,LAPTOPS,847.76,6.13,4x13x18,1397,09-29-2020,£598.9,TWO-DAY,Cancelled,1397,149,438,2021-08-04,482,Mendezside,18674,6,Morgan LLC,NEW MARKTOWN,2.48
1398,SARA ANDRADE,BRITTANYHOWELL@EXAMPLE.NET,32,MALE,Gutierrezfort,10,ELECTRONICS,LAPTOPS,927.03,39.01,28x44x6,1398,11-16-2022,€983.01,TWO-DAY,Shipped,1398,399,362,2020-10-19,427,West Seanhaven,5928,2,Miller-Pearson,CLARKMOUTH,9.83
1399,PAULA ESTRADA,MCLAUGHLINMEGAN@EXAMPLE.ORG,36,FEMALE,New Dianemouth,0,ELECTRONICS,SMART WATCHES,528.48,6.25,47x49x48,1399,09-24-2020,€469.91,TWO-DAY,Delivered,1399,40,174,2022-06-17,19,Veronicaview,14192,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1401,MICHAEL ALLEN,TIFFANY62@EXAMPLE.COM,38,MALE,Patrickfurt,0,ELECTRONICS,SMART WATCHES,599.1,24.45,39x1x32,1401,05-10-2021,$3851.2,STANDARD,Cancelled,1401,331,180,2021-01-18,444,Brownmouth,7249,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1402,JAMES MASSEY,LYNNRAY@EXAMPLE.ORG,58,MALE,Oscarton,3,FURNITURE,CABINETS,144.17,34.9,28x5x12,1402,03-25-2022,$170.8,EXPRESS,Shipped,1402,920,192,2022-07-01,390,North Leah,16544,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1403,REBECCA HALL,DELGADOBENJAMIN@EXAMPLE.NET,22,FEMALE,Jeffreyfurt,3,FURNITURE,CABINETS,735.59,16.34,38x33x21,1403,02-15-2023,€2992.55,STANDARD,Shipped,1403,539,444,2022-08-12,150,Toddhaven,9326,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1405,TRACY RAMIREZ DVM,GSTEPHENS@EXAMPLE.COM,27,MALE,South Madelinestad,9,FURNITURE,BEDS,655.18,23.83,34x8x23,1405,05-04-2021,£3383.28,TWO-DAY,Cancelled,1405,853,421,2020-12-07,396,Lake Kristy,10543,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1406,NATHAN HARRISON,WILSONMARK@EXAMPLE.COM,64,FEMALE,New James,48,CLOTHING,JEANS,409.63,43.8,11x45x20,1406,12-08-2022,€137.66,EXPRESS,Pending,1406,187,415,2022-07-15,377,East Lisatown,12794,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1407,PATRICK MORRIS,COOKCHRISTINE@EXAMPLE.NET,65,FEMALE,Kerrview,2,ELECTRONICS,MOBILE PHONES,158.5,22.09,24x25x17,1407,03-18-2023,£2367.92,STANDARD,Shipped,1407,909,29,2021-08-14,117,Kimbury,13295,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1408,SANDRA GARNER,MICHAEL04@EXAMPLE.NET,64,FEMALE,Susanstad,16,FURNITURE,TABLES,272.07,32.41,34x32x14,1408,06-04-2023,$387.76,STANDARD,Cancelled,1408,554,371,2022-07-23,65,Kathrynfort,14307,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1410,TAMI LEE,CHRISTIAN09@EXAMPLE.NET,48,FEMALE,Michelleland,9,FURNITURE,BEDS,397.27,1.13,23x23x50,1410,09-25-2021,£1637.25,EXPRESS,Delivered,1410,594,43,2021-07-05,350,Guzmanfort,14952,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1411,CHARLES FREEMAN,HEATHER37@EXAMPLE.COM,61,FEMALE,South Johnland,2,ELECTRONICS,MOBILE PHONES,151.1,6.13,27x18x5,1411,12-30-2022,$2488.68,TWO-DAY,Cancelled,1411,799,150,2022-08-06,141,West Kayla,11466,2,Miller-Pearson,CLARKMOUTH,9.83
1412,ALEXANDRA MARTINEZ,STOKESROBERT@EXAMPLE.ORG,60,FEMALE,Barkershire,48,CLOTHING,JEANS,334.15,9.73,34x29x7,1412,07-01-2023,£590.37,STANDARD,Pending,1412,759,47,2022-02-11,148,Woodville,6865,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1413,KAITLYN WINTERS,SCOTTDIANE@EXAMPLE.ORG,54,MALE,Port Jeremymouth,21,FURNITURE,SOFAS,838.24,18.28,2x3x35,1413,05-23-2022,£3850.44,TWO-DAY,Pending,1413,104,462,2021-06-30,237,Scottberg,11019,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1414,SCOTT LYNCH,MOORESTACEY@EXAMPLE.ORG,62,FEMALE,Timothyburgh,4,CLOTHING,T-SHIRTS,151.17,30.95,20x11x41,1414,11-07-2021,£2839.92,EXPRESS,Cancelled,1414,129,487,2021-07-06,125,Bennetttown,14997,6,Morgan LLC,NEW MARKTOWN,2.48
1415,ELIZABETH WHITE,KARENALEXANDER@EXAMPLE.ORG,57,FEMALE,West Brianahaven,48,CLOTHING,JEANS,767.76,35.51,1x22x38,1415,02-09-2022,£771.12,EXPRESS,Delivered,1415,15,234,2021-08-07,296,Steventon,15238,8,Parks-Gallegos,JENKINSSIDE,6.82
1416,MEGAN SMITH,REBECCA97@EXAMPLE.NET,59,MALE,South Randallport,0,ELECTRONICS,SMART WATCHES,463.94,12.76,38x21x10,1416,02-21-2023,£1267.44,TWO-DAY,Cancelled,1416,636,275,2020-12-26,102,East Sandramouth,15189,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1417,RICHARD YOUNG,BRANDON30@EXAMPLE.COM,62,MALE,Amandashire,0,ELECTRONICS,SMART WATCHES,711.77,0.62,42x30x20,1417,06-08-2023,€240.62,EXPRESS,Pending,1417,775,319,2022-04-10,215,Lake Robert,7899,8,Parks-Gallegos,JENKINSSIDE,6.82
1418,LINDA STEWART,EMILY39@EXAMPLE.ORG,67,FEMALE,East Alexis,10,ELECTRONICS,LAPTOPS,92.41,44.07,29x45x49,1418,07-06-2021,€1162.04,EXPRESS,Delivered,1418,277,101,2022-06-04,95,Lake Monique,18830,7,Miller Group,CLARKMOUTH,6.56
1419,ANDREW ONEAL,HUFFMANSIERRA@EXAMPLE.COM,50,MALE,Lake Sabrina,3,FURNITURE,CABINETS,405.71,2.17,10x9x8,1419,02-24-2021,£691.64,EXPRESS,Delivered,1419,16,16,2022-08-17,26,Davidberg,17694,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
1420,VERONICA GARCIA,QANDREWS@EXAMPLE.COM,23,FEMALE,South Brittanyville,48,CLOTHING,JEANS,740.12,48.17,29x28x36,1420,05-10-2023,£391.4,STANDARD,Pending,1420,664,147,2022-08-15,442,Geoffreyport,8692,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1421,SUSAN RODRIGUEZ,BASSRALPH@EXAMPLE.COM,67,FEMALE,Port Kimberlychester,8,CLOTHING,SHOES,633.58,33.15,44x14x15,1421,07-26-2022,$2347.05,EXPRESS,Pending,1421,567,229,2022-01-03,466,South Jamie,5746,6,Morgan LLC,NEW MARKTOWN,2.48
1422,ROGER WILLIAMS,LINDSAY42@EXAMPLE.NET,54,MALE,Roytown,0,ELECTRONICS,SMART WATCHES,625.81,22.2,23x30x33,1422,05-23-2023,$1026.48,TWO-DAY,Pending,1422,711,243,2021-04-14,487,Port Jennifer,11437,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1424,PENNY LOWE,KAYLA26@EXAMPLE.COM,46,FEMALE,South Kellyside,21,FURNITURE,SOFAS,615.47,23.63,32x10x15,1424,07-08-2021,£3016.8,STANDARD,Pending,1424,668,394,2020-12-19,43,Manuelstad,18856,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1425,CHERYL ALLEN,JTAYLOR@EXAMPLE.NET,63,FEMALE,East Jermaine,9,FURNITURE,BEDS,679.1,11.47,24x13x20,1425,05-25-2022,$2098.88,TWO-DAY,Cancelled,1425,382,194,2022-07-03,476,Karenchester,6446,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1426,ANDREW WALKER,MICHELLE82@EXAMPLE.COM,68,FEMALE,East Lynnfort,1,ELECTRONICS,CAMERAS,729.04,24.58,11x8x32,1426,10-23-2020,£1116.33,EXPRESS,Shipped,1426,164,204,2021-04-21,140,North Derrickmouth,5791,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1427,CODY MIRANDA,JASONSUTTON@EXAMPLE.NET,44,MALE,West Patrick,3,FURNITURE,CABINETS,341.53,32.94,41x6x18,1427,02-18-2022,£1344.98,STANDARD,Delivered,1427,543,332,2021-04-09,432,North Markmouth,6241,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1428,JOHN OWENS,NICHOLSONCHRISTINA@EXAMPLE.COM,31,MALE,Chandlerfort,9,FURNITURE,BEDS,43.2,6.69,5x9x14,1428,08-23-2021,€1529.34,EXPRESS,Pending,1428,690,225,2022-06-13,177,Griffinberg,7721,8,Parks-Gallegos,JENKINSSIDE,6.82
1429,JANET MORRIS,IRODRIGUEZ@EXAMPLE.COM,22,FEMALE,Bakerton,4,CLOTHING,T-SHIRTS,688.48,47.11,8x1x44,1429,07-11-2021,£2751.69,TWO-DAY,Shipped,1429,927,161,2021-08-21,118,South Philipburgh,6086,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1430,MONICA DURHAM,BRANDON41@EXAMPLE.COM,51,FEMALE,Ginaborough,4,CLOTHING,T-SHIRTS,757.93,47.93,19x1x5,1430,12-01-2022,€914.07,EXPRESS,Shipped,1430,347,159,2021-12-18,415,Ellenshire,14049,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1431,RICHARD THOMPSON,NFUENTES@EXAMPLE.NET,50,MALE,Louisfort,3,FURNITURE,CABINETS,580.8,23.63,1x19x46,1431,12-27-2020,€475.71,EXPRESS,Pending,1431,455,490,2021-08-21,176,Clarkborough,15512,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1432,MICHAEL GIBSON DVM,THERESAFLORES@EXAMPLE.ORG,58,MALE,Lake Kent,6,FURNITURE,CHAIRS,292.81,30.35,24x41x21,1432,10-18-2022,$1974.2,EXPRESS,Shipped,1432,392,313,2022-07-16,79,East Tyler,8422,8,Parks-Gallegos,JENKINSSIDE,6.82
1433,ERIN HILL,QHILL@EXAMPLE.NET,57,MALE,East Alexandria,16,FURNITURE,TABLES,543.54,23.24,47x13x34,1433,01-24-2023,$718.38,EXPRESS,Shipped,1433,276,314,2022-02-07,411,New Renee,14875,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1434,MICHAEL SANDERS,TOMMY45@EXAMPLE.ORG,21,FEMALE,North Kennethfort,4,CLOTHING,T-SHIRTS,117.21,18.9,2x8x1,1434,09-09-2020,€1190.52,TWO-DAY,Cancelled,1434,835,349,2022-03-06,449,East Bobbystad,9940,6,Morgan LLC,NEW MARKTOWN,2.48
1435,DEBBIE BAILEY,DANIELDAUGHERTY@EXAMPLE.NET,28,MALE,West Willie,11,CLOTHING,HATS,452.78,35.09,21x5x44,1435,07-14-2022,£1153.98,EXPRESS,Pending,1435,513,407,2022-01-02,113,New Michael,16238,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
1436,JOHN MATHEWS,JERRYPUGH@EXAMPLE.ORG,55,MALE,Kingburgh,8,CLOTHING,SHOES,649.31,40.6,41x39x8,1436,09-29-2020,€18.42,TWO-DAY,Delivered,1436,180,467,2022-03-24,446,Duanefort,15926,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1437,JOSE KNOX JR.,JEFF95@EXAMPLE.ORG,56,FEMALE,Matthewbury,2,ELECTRONICS,MOBILE PHONES,892.73,20.38,11x30x8,1437,10-30-2022,$550.07,STANDARD,Delivered,1437,957,297,2021-12-12,426,North Cynthia,16963,6,Morgan LLC,NEW MARKTOWN,2.48
1438,JEREMY WILLIAMS,OVARGAS@EXAMPLE.ORG,49,FEMALE,East Christina,2,ELECTRONICS,MOBILE PHONES,121.52,7.17,49x12x10,1438,02-11-2021,£1065.54,EXPRESS,Cancelled,1438,796,244,2022-03-24,276,Port Carlahaven,7441,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
1439,RONALD MAXWELL,WILLIAMRAMOS@EXAMPLE.COM,39,MALE,Port Angela,4,CLOTHING,T-SHIRTS,82.01,22.23,28x40x43,1439,02-21-2023,€2460.85,STANDARD,Delivered,1439,991,437,2021-11-03,78,Simpsonshire,12048,7,Miller Group,CLARKMOUTH,6.56
1440,JESSICA WOLFE,MICHAELFOSTER@EXAMPLE.COM,60,MALE,Jamesbury,10,ELECTRONICS,LAPTOPS,713.27,26.67,10x1x22,1440,10-17-2020,€1927.42,TWO-DAY,Delivered,1440,346,253,2022-01-04,417,New Anthonyfort,16631,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
1441,CHRISTOPHER RODRIGUEZ,SMITHJONATHAN@EXAMPLE.COM,63,MALE,South Kennethtown,0,ELECTRONICS,SMART WATCHES,367.18,9.84,32x7x32,1441,01-27-2021,€432.0,STANDARD,Pending,1441,80,250,2021-05-02,457,South Kaylaview,5057,8,Parks-Gallegos,JENKINSSIDE,6.82
1442,ERIC ORTIZ,WMCCORMICK@EXAMPLE.ORG,24,MALE,East Lisa,8,CLOTHING,SHOES,677.94,13.77,17x36x22,1442,10-16-2020,€3314.36,EXPRESS,Delivered,1442,23,313,2021-08-23,318,Lake Erika,6372,8,Parks-Gallegos,JENKINSSIDE,6.82
1443,SABRINA JONES,DGRIFFIN@EXAMPLE.ORG,36,MALE,Lisaville,8,CLOTHING,SHOES,180.6,43.56,11x9x44,1443,07-14-2021,£80.68,TWO-DAY,Delivered,1443,131,494,2020-12-20,358,East Tylerbury,8715,8,Parks-Gallegos,JENKINSSIDE,6.82
1444,JENNA FULLER,BOOTHNICOLE@EXAMPLE.ORG,42,FEMALE,New Jenniferchester,0,ELECTRONICS,SMART WATCHES,500.44,12.3,49x24x28,1444,02-08-2022,€1576.16,STANDARD,Delivered,1444,21,296,2021-08-15,139,Lake Craig,7278,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1445,ERIKA GALLEGOS,LEEREBECCA@EXAMPLE.NET,21,MALE,New Matthew,10,ELECTRONICS,LAPTOPS,226.12,43.77,18x40x4,1445,05-12-2022,$3068.84,TWO-DAY,Shipped,1445,534,186,2021-12-19,253,West Jaredburgh,17353,2,Miller-Pearson,CLARKMOUTH,9.83
1446,STEVEN GRAHAM,CASSANDRA92@EXAMPLE.ORG,31,FEMALE,Davidport,6,FURNITURE,CHAIRS,137.31,2.67,10x3x12,1446,12-01-2022,$145.2,STANDARD,Cancelled,1446,226,235,2021-04-24,20,Thompsonstad,11837,8,Parks-Gallegos,JENKINSSIDE,6.82
1447,NICHOLAS CARPENTER,ABUTLER@EXAMPLE.COM,30,MALE,Taylorside,10,ELECTRONICS,LAPTOPS,549.16,48.71,38x3x8,1447,02-05-2022,£2135.22,EXPRESS,Delivered,1447,574,338,2021-11-10,499,Port Bobbyfort,6962,8,Parks-Gallegos,JENKINSSIDE,6.82
1448,ALFRED SLOAN,YROGERS@EXAMPLE.ORG,66,FEMALE,Sharonbury,13,ELECTRONICS,HEADPHONES,967.49,15.39,26x25x8,1448,12-04-2021,£1421.88,TWO-DAY,Pending,1448,973,468,2020-09-02,99,South Stephaniefurt,11136,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1449,RONALD STEVENS,KELLY42@EXAMPLE.COM,44,MALE,Bryantfort,8,CLOTHING,SHOES,152.47,29.79,3x40x26,1449,01-25-2021,€2351.44,EXPRESS,Cancelled,1449,96,62,2022-04-07,347,Wilkinsfurt,8761,8,Parks-Gallegos,JENKINSSIDE,6.82
1450,MARK GARCIA,CHRISTINE92@EXAMPLE.ORG,36,MALE,West Cassidyhaven,3,FURNITURE,CABINETS,516.22,48.47,22x14x15,1450,08-09-2021,€1715.76,STANDARD,Cancelled,1450,940,90,2020-12-12,68,East Ronaldborough,14259,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1451,JEFFREY ROMAN,JASONGROSS@EXAMPLE.ORG,40,FEMALE,Laneshire,13,ELECTRONICS,HEADPHONES,527.27,38.45,24x36x12,1451,01-26-2023,£897.77,TWO-DAY,Shipped,1451,291,433,2021-06-27,417,New Anthonyfort,16631,5,Morgan LLC,PORT ROBYNMOUTH,1.23
1452,COLLEEN GRAHAM,GUERRERODEVIN@EXAMPLE.NET,21,MALE,South Shane,9,FURNITURE,BEDS,747.22,6.66,10x37x1,1452,05-23-2022,$1921.24,STANDARD,Delivered,1452,376,408,2022-05-10,421,Kristinaton,10431,7,Miller Group,CLARKMOUTH,6.56
