CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore
1044,Matthew Zamora,alexiskramer@example.com,62,Female,North Carolynborough,10,Electronics,Laptops,469.81,47.5,17x6x14,1044,02-28-2022,€2174.96,Two-day,Cancelled,1044,957,43,2020-11-06,164,Austinland,7259,5,Morgan LLC,Port Robynmouth,1.23
1045,Justin Butler,sarah92@example.org,61,Female,West Brookeburgh,21,Furniture,Sofas,840.24,7.7,21x35x49,1045,09-06-2020,£1482.27,Express,Shipped,1045,706,212,2021-02-20,421,Kristinaton,10431,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1046,Monica Horton,yharris@example.org,42,Male,Nortontown,12,Clothing,Dresses,610.05,9.06,8x17x28,1046,17/12/2021,£2942.92,Standard,Shipped,1046,461,167,2021-08-08,479,Victortown,17609,7,Miller Group,Clarkmouth,6.56
1047,Austin West,jenniferwashington@example.org,45,Male,Lake Ivan,2,Electronics,Mobile Phones,890.01,2.94,20x15x38,1047,13/12/2020,$904.07,Two-day,Shipped,1047,94,466,2021-09-22,319,Lake Nicolebury,8097,6,Morgan LLC,New Marktown,2.48
1048,Jessica Bray,colemanchristopher@example.org,46,Male,New Jacobland,11,Clothing,Hats,643.04,2.16,48x28x10,1048,05-21-2022,€1797.8,Express,Delivered,1048,351,108,2021-08-26,114,East Aliciahaven,18485,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1049,Derrick Stewart,eschneider@example.org,22,Female,Westfurt,10,Electronics,Laptops,736.34,23.3,28x15x22,1049,06-26-2022,€1717.66,Standard,Delivered,1049,859,60,2021-07-01,173,Loganfort,11950,0,Johnson-Rodriguez,Port Robynmouth,0.0
1050,Nicole Harris,diazkaitlyn@example.com,103,Female,Lake Stacyhaven,16,Furniture,Tables,381.32,47.09,26x29x20,1050,07-31-2023,$4772.1,Express,Pending,1050,172,463,2022-06-20,354,Watersfort,14937,7,Miller Group,Clarkmouth,6.56
1051,Garrett Rodriguez,hudsonluke@example.com,37,Male,Shieldsburgh,13,Electronics,Headphones,532.37,44.74,33x18x25,1051,2021-11-09,£3655.16,Two-day,Pending,1051,941,331,2022-03-21,485,East Hollyburgh,6763,0,Johnson-Rodriguez,Port Robynmouth,0.0
1052,Megan Foster,bcervantes@example.com,60,Male,Lisamouth,8,Clothing,Shoes,341.6,39.75,6x15x32,1052,22/09/2021,£1131.06,Express,Cancelled,1052,181,343,2022-08-20,279,North Jeanettefurt,17976,7,Miller Group,Clarkmouth,6.56
1053,Taylor Gallagher,barbermakayla@example.org,45,Female,Heidiland,12,Clothing,Dresses,218.52,49.4,1x6x34,1053,27/01/2022,€1511.28,Standard,Cancelled,1053,952,390,2021-05-12,397,Port Catherineview,17948,3,Johnson-Rodriguez,Katherineborough,7.4
1054,Jeff Richards,racheldodson@example.com,59,Male,Butlerhaven,13,Electronics,Headphones,568.91,36.6,49x8x31,1054,2022-04-19,€1522.56,Standard,Pending,1054,443,500,2020-12-30,332,East Richardview,18143,6,Morgan LLC,New Marktown,2.48
1055,Latasha Hill,hollowaymark@example.net,49,Female,Bradleyburgh,48,Clothing,Jeans,477.54,36.98,11x19x4,1055,03-25-2021,$3045.9,Standard,Delivered,1055,1000,111,2021-09-18,371,Veronicashire,8821,9,Johnson-Rodriguez,Katherineborough,7.81
1056,Scott Foster,ugarcia@example.com,53,Female,Duffyport,13,Electronics,Headphones,355.04,45.52,19x10x44,1056,02/05/2022,£821.45,Express,Cancelled,1056,231,397,2022-05-06,118,South Philipburgh,6086,5,Morgan LLC,Port Robynmouth,1.23
1057,Natalie Coleman,pricepamela@example.com,54,Female,South Frankchester,2,Electronics,Mobile Phones,842.58,3.45,17x38x33,1057,02/05/2023,€208.76,Express,Shipped,1057,705,255,2021-07-27,434,North Matthewville,6096,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1058,Zachary Patel,steelekimberly@example.com,43,Female,Erikaland,3,Furniture,Cabinets,562.59,22.42,43x48x12,1058,2023-08-16,$765.55,Express,Shipped,1058,317,341,2022-08-24,425,North Robinshire,15061,7,Miller Group,Clarkmouth,6.56
1059,Samantha Welch,xhorn@example.com,52,Female,North Kathryn,16,Furniture,Tables,178.31,25.89,13x33x25,1059,11-04-2020,£319.5,Express,Shipped,1059,291,476,2022-02-26,499,Port Bobbyfort,6962,2,Miller-Pearson,Clarkmouth,9.83
1060,Robert Wiggins,larrylee@example.net,68,Female,Pattersonchester,11,Clothing,Hats,514.53,28.07,45x46x9,1060,2023-02-26,€500.71,Express,Cancelled,1060,3,490,2020-10-02,384,Thomasville,18680,5,Morgan LLC,Port Robynmouth,1.23
1061,Henry Russell,amy42@example.org,29,Male,Port Timothy,10,Electronics,Laptops,316.11,39.27,44x23x10,1061,2021-06-21,£2932.77,Two-day,Pending,1061,625,271,2020-12-01,275,Lake Stephen,17385,5,Morgan LLC,Port Robynmouth,1.23
1062,Nancy Henderson,samanthabeck@example.org,57,Female,Robbinsberg,16,Furniture,Tables,98.17,33.07,30x28x7,1062,04/02/2023,$665.9,Standard,Shipped,1062,338,372,2022-01-23,403,Woodville,9035,5,Morgan LLC,Port Robynmouth,1.23
1063,Tiffany Quinn,sanderspatricia@example.org,60,Female,Meyerchester,11,Clothing,Hats,793.5,23.4,46x27x24,1063,03/04/2022,$3250.45,Standard,Delivered,1063,140,445,2022-02-04,493,Jenniferville,19223,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1064,Mrs. Lisa Eaton,julian74@example.org,55,Male,Port Kevinhaven,2,Electronics,Mobile Phones,834.62,36.72,10x8x40,1064,2021-11-10,£642.98,Two-day,Pending,1064,577,321,2021-08-05,52,North Mary,19446,3,Johnson-Rodriguez,Katherineborough,7.4
1065,Wendy Reynolds,scottrebecca@example.org,40,Female,South Robyn,3,Furniture,Cabinets,989.62,18.41,48x33x4,1065,03-23-2021,€1367.94,Express,Pending,1065,577,479,2021-06-02,326,Port Jackson,14224,8,Parks-Gallegos,Jenkinsside,6.82
1066,Alexander Gomez,thompsonbrenda@example.com,46,Female,Lake Lisa,3,Furniture,Cabinets,344.93,47.13,15x44x50,1066,03/03/2023,£4583.7,Standard,Pending,1066,18,193,2022-02-26,293,Port James,18189,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1067,Debra Kelley,shanefigueroa@example.org,53,Male,Jaredburgh,9,Furniture,Beds,699.63,14.7,50x8x34,1067,25/12/2022,€1046.52,Standard,Cancelled,1067,125,417,2021-12-22,345,Olsonton,6631,7,Miller Group,Clarkmouth,6.56
1068,Natasha Cook,alvareztyler@example.net,50,Male,West Dylanville,8,Clothing,Shoes,895.49,27.63,38x44x11,1068,2021-06-16,€2438.65,Standard,Pending,1068,183,348,2022-04-17,141,West Kayla,11466,9,Johnson-Rodriguez,Katherineborough,7.81
1069,Thomas Adams,tanya96@example.com,46,Female,New Michaelberg,10,Electronics,Laptops,613.46,7.51,17x38x31,1069,2021-11-12,£2374.24,Standard,Delivered,1069,877,272,2022-06-12,219,Michaelshire,15313,7,Miller Group,Clarkmouth,6.56
1070,George Henderson,gutierrezjulie@example.org,59,Male,Baileychester,12,Clothing,Dresses,212.18,31.5,27x21x17,1070,2021-11-13,$3384.48,Express,Pending,1070,849,177,2020-12-13,393,Marquezchester,5868,5,Morgan LLC,Port Robynmouth,1.23
1071,Thomas Martinez,mitchelltoni@example.com,43,Female,Riveratown,48,Clothing,Jeans,930.95,23.48,4x47x41,1071,02-19-2021,$352.64,Two-day,Pending,1071,154,250,2021-08-10,467,Christopherville,15557,9,Johnson-Rodriguez,Katherineborough,7.81
1072,Beth Sanchez,browncraig@example.com,37,Male,Adrianhaven,9,Furniture,Beds,334.3,10.92,31x15x38,1072,06-12-2023,€147.9,Express,Pending,1072,199,123,2022-01-06,85,Jacquelineborough,15530,6,Morgan LLC,New Marktown,2.48
1073,Jennifer Guerra,browndustin@example.net,57,Male,Jamieview,10,Electronics,Laptops,302.29,17.79,9x18x32,1073,20/01/2022,£184.1,Standard,Cancelled,1073,988,99,2021-06-23,479,Victortown,17609,7,Miller Group,Clarkmouth,6.56
1074,Brittany Smith,allison27@example.net,18,Female,West Gabriellaville,21,Furniture,Sofas,613.05,11.59,48x4x20,1074,2020-09-17,€943.95,Express,Cancelled,1074,900,164,2021-02-19,151,Joneshaven,10220,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1075,Sophia Thompson,jessica51@example.net,52,Male,West Johnhaven,2,Electronics,Mobile Phones,392.89,22.11,27x19x35,1075,2022-07-24,£849.19,Express,Cancelled,1075,621,85,2022-03-09,273,South Peggy,7933,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1076,Francis Rodriguez,amandajohnson@example.org,19,Female,Johnsontown,11,Clothing,Hats,663.27,36.56,36x14x44,1076,07-05-2021,$1014.45,Express,Cancelled,1076,284,176,2021-04-04,195,West Maryview,19788,6,Morgan LLC,New Marktown,2.48
1077,Shannon Stevenson,torresamber@example.com,62,Male,West Matthewberg,10,Electronics,Laptops,17.33,21.04,33x44x41,1077,2020-09-19,$958.75,Two-day,Delivered,1077,233,409,2021-06-29,201,Port Patrickchester,11919,7,Miller Group,Clarkmouth,6.56
1078,John Brown,sanchezamber@example.com,22,Female,East Thomas,10,Electronics,Laptops,585.48,30.14,9x16x4,1078,2022-07-29,$2319.06,Express,Cancelled,1078,717,282,2022-02-05,179,Morrisbury,15218,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1079,Jessica Flores,hicksbrianna@example.net,34,Female,Jessicaland,0,Electronics,Smart Watches,828.23,37.39,38x48x33,1079,02-14-2022,$1155.7,Express,Delivered,1079,778,253,2021-09-08,258,Staceyfort,11290,9,Johnson-Rodriguez,Katherineborough,7.81
1080,Nicholas Browning,rebeccahunt@example.org,29,Male,Stevenberg,0,Electronics,Smart Watches,830.49,25.97,43x1x8,1080,09-26-2021,£4987.15,Express,Shipped,1080,72,189,2021-04-17,202,Davisborough,6330,6,Morgan LLC,New Marktown,2.48
1081,Peter Sanchez,christine96@example.net,27,Male,Williamsside,0,Electronics,Smart Watches,353.23,30.11,6x5x45,1081,12-16-2022,€1542.3,Two-day,Pending,1081,3,261,2021-03-11,119,New Rickyton,9034,6,Morgan LLC,New Marktown,2.48
1082,Raymond Franklin,alexander54@example.net,18,Female,East Kristen,16,Furniture,Tables,24.6,2.67,47x49x15,1082,11/09/2022,€3047.5,Standard,Delivered,1082,595,219,2022-06-21,289,Port Austin,16559,6,Morgan LLC,New Marktown,2.48
1083,Victoria Hernandez,matthewbryan@example.org,54,Female,Waynechester,16,Furniture,Tables,294.58,2.23,35x24x3,1083,07-13-2023,£1724.82,Two-day,Shipped,1083,721,212,2021-08-15,70,Alexanderchester,15473,0,Johnson-Rodriguez,Port Robynmouth,0.0
1084,Brandon Rodriguez,reedlaurie@example.org,55,Male,Diazberg,10,Electronics,Laptops,594.69,10.19,26x33x32,1084,2021-01-01,$1785.78,Standard,Delivered,1084,519,157,2021-05-02,50,Maryport,8760,0,Johnson-Rodriguez,Port Robynmouth,0.0
1085,Gabriel Martinez,kathleencarey@example.org,67,Female,West William,0,Electronics,Smart Watches,499.82,37.86,20x48x35,1085,02-04-2022,$723.44,Standard,Cancelled,1085,917,408,2022-04-13,178,East Reginald,15942,2,Miller-Pearson,Clarkmouth,9.83
1086,Bernard Santos,angelashaffer@example.com,62,Male,Kimside,9,Furniture,Beds,462.25,2.84,5x30x29,1086,07-22-2023,€915.35,Standard,Shipped,1086,637,74,2021-11-26,125,Bennetttown,14997,0,Johnson-Rodriguez,Port Robynmouth,0.0
1087,Brian Paul,roneal@example.net,46,Female,Johnhaven,9,Furniture,Beds,671.56,6.52,27x12x29,1087,2021-03-21,£806.93,Express,Cancelled,1087,572,420,2022-04-28,467,Christopherville,15557,7,Miller Group,Clarkmouth,6.56
1088,Tammy Lopez,terrychristine@example.net,44,Female,West Kevin,2,Electronics,Mobile Phones,349.6,35.73,39x38x6,1088,04-26-2021,£773.01,Standard,Delivered,1088,641,188,2022-07-02,131,Port Darrenburgh,11911,7,Miller Group,Clarkmouth,6.56
1089,Tiffany Rubio,agiles@example.net,40,Female,Brownbury,1,Electronics,Cameras,124.11,4.42,10x8x31,1089,20/02/2023,£1791.18,Express,Delivered,1089,273,69,2020-12-17,382,East Frank,6029,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1090,Jason Yoder,cisnerosmelissa@example.org,46,Female,Lake Jennifer,3,Furniture,Cabinets,440.92,20.15,11x15x5,1090,12-17-2022,€2071.23,Express,Cancelled,1090,530,132,2022-04-01,8,New Mariafort,18377,3,Johnson-Rodriguez,Katherineborough,7.4
1091,Elizabeth Ferguson,isaac59@example.net,42,Female,Currytown,2,Electronics,Mobile Phones,469.41,48.09,18x1x11,1091,12/06/2023,$1453.82,Two-day,Delivered,1091,620,163,2022-01-09,156,Douglasfurt,16565,6,Morgan LLC,New Marktown,2.48
1092,Brett Williamson,ashea@example.org,70,Female,Schmidtfurt,12,Clothing,Dresses,988.08,2.79,12x17x31,1092,14/11/2021,$1755.32,Two-day,Shipped,1092,184,467,2021-11-16,211,Lestermouth,14543,7,Miller Group,Clarkmouth,6.56
1093,Sara Roberts,jeffrey75@example.org,57,Female,East Catherine,16,Furniture,Tables,995.6,6.15,38x10x17,1093,01-25-2021,£2383.47,Two-day,Delivered,1093,452,437,2021-03-07,143,Jamesburgh,9181,9,Johnson-Rodriguez,Katherineborough,7.81
1094,Mark Jennings,david17@example.org,48,Male,Kimberlyport,0,Electronics,Smart Watches,285.52,13.97,20x20x16,1094,2021-03-04,£2570.04,Two-day,Shipped,1094,92,283,2022-04-15,474,New Grace,19498,3,Johnson-Rodriguez,Katherineborough,7.4
1095,Kelly Mcdowell,gutierrezmelody@example.com,39,Male,Leahfurt,0,Electronics,Smart Watches,39.97,40.6,4x9x18,1095,05-05-2022,$1462.36,Two-day,Pending,1095,666,434,2022-08-31,499,Port Bobbyfort,6962,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1096,Michael Carroll,charlesmartinez@example.org,51,Female,Tracytown,1,Electronics,Cameras,313.32,43.2,28x23x41,1096,2020-12-22,£4143.55,Two-day,Pending,1096,770,212,2021-12-22,389,Velazquezville,18901,6,Morgan LLC,New Marktown,2.48
1097,Jeffery Santiago,romerolucas@example.com,23,Female,Greenview,11,Clothing,Hats,497.75,22.98,14x41x7,1097,29/01/2021,$1609.22,Express,Delivered,1097,226,311,2022-02-27,345,Olsonton,6631,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1098,Jason Gilbert,jeremychoi@example.org,44,Female,East Williamview,3,Furniture,Cabinets,931.06,41.97,26x42x30,1098,23/04/2022,$3687.36,Standard,Cancelled,1098,761,379,2022-01-20,134,Juliestad,9919,2,Miller-Pearson,Clarkmouth,9.83
1099,Leslie Anthony,barrysheppard@example.org,49,Female,Hardyville,12,Clothing,Dresses,175.03,20.02,34x14x26,1099,2023-08-28,€2604.18,Standard,Pending,1099,146,428,2021-07-16,426,North Cynthia,16963,9,Johnson-Rodriguez,Katherineborough,7.81
1100,Matthew Hughes,unknown,23,Male,Knappside,2,Electronics,Mobile Phones,494.06,3.89,12x11x47,1100,2022-03-29,$1343.6,Express,Pending,1100,291,100,2022-07-10,306,Clarkberg,19462,9,Johnson-Rodriguez,Katherineborough,7.81
1101,Elizabeth Thompson,tortiz@example.org,53,Male,Coxville,6,Furniture,Chairs,663.6,16.21,2x50x33,1101,2022-02-04,$323.1,Express,Shipped,1101,989,446,2020-09-27,210,West Geoffrey,14823,6,Morgan LLC,New Marktown,2.48
1102,Julia Roman,brownjeffrey@example.net,35,Male,Sanchezside,13,Electronics,Headphones,528.7,13.95,12x43x21,1102,29/07/2022,€3229.92,Express,Pending,1102,890,227,2020-11-23,267,Christianborough,11229,5,Morgan LLC,Port Robynmouth,1.23
1103,James Evans,mshannon@example.net,25,Female,Smithshire,48,Clothing,Jeans,564.16,15.29,36x17x15,1103,2021-06-18,£2962.04,Express,Delivered,1103,872,453,2021-06-05,393,Marquezchester,5868,8,Parks-Gallegos,Jenkinsside,6.82
1104,Mark Stewart,moralesmichelle@example.net,30,Female,Lake Samanthahaven,21,Furniture,Sofas,768.57,20.3,21x8x14,1104,03-15-2021,$2587.23,Express,Cancelled,1104,396,329,2021-12-24,0,Maryside,12003,3,Johnson-Rodriguez,Katherineborough,7.4
1105,Michelle Medina,uwillis@example.com,29,Female,Jonestown,0,Electronics,Smart Watches,135.53,8.37,2x38x18,1105,01-31-2021,€329.33,Two-day,Cancelled,1105,211,32,2020-11-29,398,Karenside,12635,6,Morgan LLC,New Marktown,2.48
1106,Sophia Reyes,hayesrachael@example.net,42,Female,Lyonsfort,13,Electronics,Headphones,585.14,31.69,33x31x24,1106,2022-01-27,€320.66,Standard,Shipped,1106,634,378,2021-01-13,412,North Karen,11349,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1107,Michelle Cunningham,lisa21@example.com,20,Female,Thompsontown,8,Clothing,Shoes,980.32,6.6,35x41x43,1107,14/03/2021,$1787.31,Standard,Pending,1107,465,230,2021-02-22,461,North Monicastad,19832,5,Morgan LLC,Port Robynmouth,1.23
1108,Amber Carpenter,timothylyons@example.com,48,Male,Margaretside,2,Electronics,Mobile Phones,100.69,31.3,19x36x19,1108,11/06/2021,£1343.26,Express,Shipped,1108,404,110,2021-05-29,263,Catherinehaven,5201,2,Miller-Pearson,Clarkmouth,9.83
1109,Jeremy Garcia,pjenkins@example.net,36,Male,Scottside,16,Furniture,Tables,671.38,36.57,3x1x36,1109,08-02-2021,€1147.9,Standard,Delivered,1109,157,196,2021-09-04,31,Williamsonburgh,9705,6,Morgan LLC,New Marktown,2.48
1110,Nicholas White,brownkelli@example.com,38,Male,Port Michael,0,Electronics,Smart Watches,626.37,48.55,9x45x20,1110,2021-03-04,€795.22,Express,Pending,1110,239,76,2022-04-09,102,East Sandramouth,15189,6,Morgan LLC,New Marktown,2.48
1111,Allen Mckenzie,dgrimes@example.net,69,Female,Mistybury,1,Electronics,Cameras,853.03,36.78,9x9x12,1111,06/08/2023,$2689.96,Standard,Cancelled,1111,372,274,2020-10-20,264,Mendozabury,15033,0,Johnson-Rodriguez,Port Robynmouth,0.0
1112,Brian Pierce,kyleflynn@example.org,68,Female,Smithhaven,3,Furniture,Cabinets,587.93,43.7,23x21x33,1112,2021-07-28,$735.52,Express,Shipped,1112,601,131,2020-10-24,283,North Johntown,5047,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1113,Michael Manning,xmorales@example.net,45,Female,Kinghaven,9,Furniture,Beds,275.29,35.89,25x42x6,1113,02-04-2022,£1499.65,Two-day,Shipped,1113,581,231,2020-09-08,163,Nicholasborough,15200,2,Miller-Pearson,Clarkmouth,9.83
1114,Tammy Frank,wbailey@example.org,24,Male,Hendersonfurt,8,Clothing,Shoes,779.15,37.36,48x41x18,1114,2022-11-02,€1686.84,Standard,Delivered,1114,867,84,2020-12-11,402,South Rhonda,14419,8,Parks-Gallegos,Jenkinsside,6.82
1115,Russell Macias,laurensaunders@example.org,40,Female,Phillipshaven,13,Electronics,Headphones,87.08,3.67,16x32x35,1115,2021-05-17,£3570.5,Express,Delivered,1115,948,392,2020-09-03,411,New Renee,14875,5,Morgan LLC,Port Robynmouth,1.23
1116,Zachary Ellis,soniaoconnell@example.org,21,Male,Angelaton,13,Electronics,Headphones,861.19,30.06,50x38x48,1116,03-15-2022,£967.73,Express,Delivered,1116,22,159,2022-04-19,334,North Hannah,16502,2,Miller-Pearson,Clarkmouth,9.83
1117,Dr. Donna Taylor,victor84@example.com,34,Male,North Manuel,3,Furniture,Cabinets,631.19,11.51,24x28x10,1117,11-11-2022,€1159.88,Two-day,Pending,1117,211,343,2020-10-12,182,Lake Christopher,10049,9,Johnson-Rodriguez,Katherineborough,7.81
1118,Crystal Harvey,cpeck@example.com,60,Female,Port Phillip,13,Electronics,Headphones,539.08,48.54,44x27x20,1118,12-14-2022,€2617.47,Two-day,Cancelled,1118,699,351,2022-08-17,121,North Rodneyfurt,8821,3,Johnson-Rodriguez,Katherineborough,7.4
1119,Antonio White,royadams@example.com,30,Male,Susanton,8,Clothing,Shoes,424.81,9.12,10x32x43,1119,04/11/2020,$685.26,Standard,Pending,1119,179,103,2020-11-10,488,Murphyville,16971,8,Parks-Gallegos,Jenkinsside,6.82
1120,Tracy Ball,natashawilson@example.org,65,Male,Mitchellberg,48,Clothing,Jeans,846.01,43.87,7x11x31,1120,01-17-2021,$1703.43,Express,Pending,1120,322,461,2022-03-19,363,Brianville,14634,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1121,Daniel Daniel,ddunn@example.org,33,Female,Port Ericstad,10,Electronics,Laptops,389.23,35.09,34x34x38,1121,16/05/2022,£431.89,Standard,Shipped,1121,510,117,2020-11-20,178,East Reginald,15942,3,Johnson-Rodriguez,Katherineborough,7.4
1122,Kevin Daniels,vevans@example.org,62,Male,Nolanbury,11,Clothing,Hats,365.95,5.33,45x25x48,1122,22/05/2021,€1789.71,Two-day,Delivered,1122,365,357,2021-06-08,48,Heathermouth,17570,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1123,Chad Boyd,bflynn@example.org,62,Female,Jeffreyton,1,Electronics,Cameras,745.0,39.95,1x36x37,1123,2021-04-13,£881.64,Express,Shipped,1123,148,444,2022-06-16,307,Garciashire,13308,3,Johnson-Rodriguez,Katherineborough,7.4
1124,Amy Brown,kevincross@example.org,32,Male,West Tinaland,16,Furniture,Tables,333.12,30.49,22x3x11,1124,16/02/2022,€3146.08,Two-day,Pending,1124,306,219,2021-05-30,222,West Kristen,11070,6,Morgan LLC,New Marktown,2.48
1125,Richard Bender,ashley49@example.com,21,Male,Tracyhaven,48,Clothing,Jeans,496.33,9.67,39x44x24,1125,2021-04-23,€952.28,Two-day,Pending,1125,950,357,2021-05-24,223,South Mark,16298,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1126,Randy Scott,zsanchez@example.net,25,Female,North Steve,48,Clothing,Jeans,687.63,11.39,39x37x6,1126,28/04/2022,€261.7,Two-day,Shipped,1126,301,213,2021-11-07,111,Melodyhaven,8492,7,Miller Group,Clarkmouth,6.56
1127,Charles Anderson,tammytrujillo@example.com,21,Male,South John,48,Clothing,Jeans,51.8,45.15,3x30x18,1127,05-21-2023,€1939.52,Express,Pending,1127,50,463,2021-10-29,146,Michelefurt,11187,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1128,Luis Green,fcarlson@example.org,46,Male,South Brian,3,Furniture,Cabinets,406.03,15.91,46x39x31,1128,18/07/2022,$1367.61,Two-day,Shipped,1128,150,333,2020-10-11,242,Wernerchester,19529,5,Morgan LLC,Port Robynmouth,1.23
1129,Mrs. Tanya Johnson,amberguerra@example.org,66,Female,Port Steven,2,Electronics,Mobile Phones,144.64,43.82,46x6x9,1129,2023-07-18,£690.44,Two-day,Pending,1129,356,21,2022-05-08,455,Lake Monica,11049,0,Johnson-Rodriguez,Port Robynmouth,0.0
1130,Joshua Woods,parkerchristopher@example.net,63,Male,Nicholsmouth,11,Clothing,Hats,480.4,5.34,50x14x45,1130,12/07/2023,£192.16,Standard,Delivered,1130,825,26,2022-05-25,177,Griffinberg,7721,5,Morgan LLC,Port Robynmouth,1.23
1131,Devin Goodwin,daniel42@example.com,53,Female,Soniaville,11,Clothing,Hats,851.73,15.76,40x32x8,1131,10/04/2022,$309.37,Two-day,Delivered,1131,131,418,2021-11-11,122,Lake Jeremymouth,17546,3,Johnson-Rodriguez,Katherineborough,7.4
1132,Seth Shaw,bobby15@example.org,69,Male,Davisbury,48,Clothing,Jeans,761.83,27.78,27x26x20,1132,27/09/2020,€342.75,Two-day,Cancelled,1132,566,356,2022-01-24,303,Mariaburgh,14031,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1133,Amber Lang,woodstimothy@example.com,54,Female,Gibsonmouth,4,Clothing,T-Shirts,350.1,5.98,18x5x27,1133,20/11/2022,£1295.02,Two-day,Cancelled,1133,157,313,2020-12-02,425,North Robinshire,15061,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
1134,Martha Munoz,lrodriguez@example.org,45,Male,West Matthewport,48,Clothing,Jeans,437.01,6.98,13x3x33,1134,2021-11-25,€694.9,Standard,Cancelled,1134,936,280,2022-01-21,132,New Rebeccaville,8925,5,Morgan LLC,Port Robynmouth,1.23
1135,Ashley Williams,uhall@example.com,23,Male,New Kristinbury,3,Furniture,Cabinets,540.93,21.47,42x48x5,1135,04-27-2022,€1772.7,Standard,Cancelled,1135,899,106,2021-05-30,388,North Thomasfort,12388,3,Johnson-Rodriguez,Katherineborough,7.4
1136,Kevin Martinez,fking@example.com,35,Female,East Joyce,9,Furniture,Beds,42.84,43.77,45x47x3,1136,2021-06-12,£1388.85,Express,Pending,1136,12,471,2021-07-14,189,North Rebecca,15747,5,Morgan LLC,Port Robynmouth,1.23
1137,Erik Smith,mercedes14@example.com,37,Female,North Jerome,16,Furniture,Tables,171.76,0.76,30x24x34,1137,05-04-2023,£639.0,Express,Shipped,1137,533,58,2022-01-25,156,Douglasfurt,16565,2,Miller-Pearson,Clarkmouth,9.83
1138,Timothy Aguirre,jeffreyblake@example.com,37,Male,Lopezport,10,Electronics,Laptops,666.69,27.05,2x44x26,1138,23/12/2022,€2312.7,Standard,Pending,1138,759,489,2020-10-17,382,East Frank,6029,2,Miller-Pearson,Clarkmouth,9.83
1139,Eric Carroll,longerin@example.org,20,Female,Gordonville,8,Clothing,Shoes,330.35,30.19,29x40x7,1139,18/07/2022,£339.53,Two-day,Delivered,1139,184,101,2021-09-06,294,Port Davidfurt,5812,2,Miller-Pearson,Clarkmouth,9.83
1140,Alisha Perry,alexclark@example.net,67,Male,West Christopherside,4,Clothing,T-Shirts,289.41,19.86,41x42x29,1140,10/09/2021,£1255.71,Express,Shipped,1140,685,47,2021-03-16,425,North Robinshire,15061,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
1141,Anthony Mclaughlin,danielsmith@example.net,23,Male,South Valeriestad,48,Clothing,Jeans,228.82,30.54,24x50x13,1141,2023-04-27,$997.32,Express,Pending,1141,804,474,2022-07-08,103,New Brentmouth,9478,9,Johnson-Rodriguez,Katherineborough,7.81
1142,Sarah Sims,dcurtis@example.org,24,Female,Joyceview,11,Clothing,Hats,594.29,16.79,19x33x42,1142,04/07/2021,£136.86,Express,Pending,1142,695,186,2021-11-28,367,Jeffreyshire,15437,6,Morgan LLC,New Marktown,2.48
1143,David Pratt,louis96@example.org,27,Male,East Gina,11,Clothing,Hats,379.86,37.24,30x20x50,1143,2021-10-24,€1036.8,Express,Pending,1143,401,202,2021-04-18,457,South Kaylaview,5057,8,Parks-Gallegos,Jenkinsside,6.82
1144,Kaitlyn Henderson,melissa11@example.net,22,Female,South Christopher,2,Electronics,Mobile Phones,707.11,11.02,1x37x44,1144,08/04/2021,£2364.39,Express,Shipped,1144,647,208,2021-05-22,252,Port Williamville,11266,3,Johnson-Rodriguez,Katherineborough,7.4
1145,William Davis,longtina@example.org,52,Female,Taylorhaven,3,Furniture,Cabinets,868.35,49.97,46x22x41,1145,14/07/2022,£880.18,Express,Pending,1145,114,98,2022-05-16,124,West Samantha,11205,9,Johnson-Rodriguez,Katherineborough,7.81
1146,Christopher Miller,jameshamilton@example.org,44,Female,Samuelport,48,Clothing,Jeans,765.25,39.52,44x17x31,1146,07/11/2020,€2191.9,Standard,Cancelled,1146,986,495,2021-06-05,139,Lake Craig,7278,2,Miller-Pearson,Clarkmouth,9.83
